Designator,Mid X,Mid Y,Rotation,Layer
D1,42.5,-105.0,90.0,top
D2,75.25,-105.0,90.0,top
D3,108.0,-105.0,90.0,top
D4,140.75,-105.0,90.0,top
D5,173.5,-105.0,90.0,top
J1,178.5,-105.0,0.0,top
R1,93.75,-105.0,0.0,top
